inproceedings:ID;author:string[];author-aux:string[];author-orcid:string[];booktitle:string;cdrom:string[];cite:string[];cite-label:string[];crossref:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];key:string;mdate:date;month:string;note:string;note-type:string;number:string;pages:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string;url:string;volume:int;year:int
6700366;Christian Schüldt|Hakan Erdogan|Samuel Sonning|Scott Wisdom;;;ICASSP;;;;conf/icassp/2020;;;https://doi.org/10.1109/ICASSP40776.2020.9053846;;;conf/icassp/SonningSEW20;2020-07-23;;;;;831-835;;;;Performance Study of a Convolutional Time-Domain Audio Separation Network for Real-Time Speech Denoising.;;;db/conf/icassp/icassp2020.html#SonningSEW20;;2020
6701242;Dariusz Koscielnik|Marek Miskowicz|Wojciech Andrysiewicz;;;ISSE;;;;conf/isse2/2015;;;https://doi.org/10.1109/SysEng.2015.7302736;;;conf/isse2/AndrysiewiczKM15;2021-11-04;;;;;77-81;;;;I2C hardware master serial interface for asynchronous ADCs.;;;db/conf/isse2/isse2015.html#AndrysiewiczKM15;;2015
6708643;Gabriel Altmann;;;Issues in Quantitative Linguistics 4 (Dedicated to Reinhard Köhler on the occasion of his 65th birthday);;;;conf/birthday/2016koehler;;;;;;conf/birthday/Altmann16;2017-03-30;;;;;1;;;;The first steps.;;;db/conf/birthday/koehler2016.html#Altmann16;;2016
6711270;André Heuer|Johannes Maria Zaha|Klaus Pohl|Stefano De Panfilis|Vanessa Stricker;;;Future Internet Assembly;;;;conf/fia/2009;;;https://doi.org/10.3233/978-1-60750-007-0-345;;;conf/fia/StrickerHZPP09;2017-05-19;;;;;345-354;;;;Agreeing Upon SOA Terminology - Lessons Learned.;;;db/conf/fia/fia2009.html#StrickerHZPP09;;2009
6711482;Jinn-Tsong Tsai|Jyh-Horng Chou;;;ICARCV;;;;conf/icarcv/2006;;;https://doi.org/10.1109/ICARCV.2006.345168;;;conf/icarcv/TsaiC06;2017-05-23;;;;;1-6;;;;Circuit Tolerance Design Using an Improved Genetic Algorithm.;;;db/conf/icarcv/icarcv2006.html#TsaiC06;;2006
6711646;Qingling Zhang 0001|Wentao Wang|Yi Zhang 0048;;;ICARCV;;;;conf/icarcv/2006;;;https://doi.org/10.1109/ICARCV.2006.345294;;;conf/icarcv/ZhangWZ06;2020-05-05;;;;;1-4;;;;Input-Output Decoupling of Affine Nonlinear Descriptor Control Systems.;;;db/conf/icarcv/icarcv2006.html#ZhangWZ06;;2006
6713744;Duanjin Zhang|George Nartey;;;ICARCV;;;;conf/icarcv/2020;;;https://doi.org/10.1109/ICARCV50220.2020.9305350;;;conf/icarcv/NarteyZ20;2021-01-19;;;;;505-510;;;;Multi-Sensor H∞ Filter Design for Networked Control Systems with Unknown Communication Delays.;;;db/conf/icarcv/icarcv2020.html#NarteyZ20;;2020
6714670;Qian Tao|Raymond N. J. Veldhuis;;;ICARCV;;;;conf/icarcv/2006;;;https://doi.org/10.1109/ICARCV.2006.345479;;;conf/icarcv/TaoV06;2017-05-23;;;;;1-4;;;;Verifying a User in a Personal Face Space.;;;db/conf/icarcv/icarcv2006.html#TaoV06;;2006
6715116;Edo Monticelli|Jiachen Chen|Kadangode K. Ramakrishnan|Mayutan Arumaithurai|Xiaoming Fu 0001;;0000-0002-8012-4753;ICN;;;;conf/acmicn/2014;;;https://doi.org/10.1145/2660129.2660147;;;conf/acmicn/ArumaithuraiCMFR14;2019-09-25;;;;;107-116;;;;Exploiting ICN for flexible management of software-defined networks.;;;db/conf/acmicn/icn2014.html#ArumaithuraiCMFR14;;2014
6717465;Chirag Parikh|Parimal Patel;;;CATA;;;;conf/cata/2003;;;;;;conf/cata/PatelP03;2021-08-09;;;;;40-43;;;;An Efficient Design and Implementation of DES and Triple-DES Algorithms.;;;db/conf/cata/cata2003.html#PatelP03;;2003
6717655;Scott E. Hudson;;;CATA;;;;conf/cata/2001;;;;;;conf/cata/Hudson01;2021-08-09;;;;;354-357;;;;Informatics techniques in bioinorganic chemistry.;;;db/conf/cata/cata2001.html#Hudson01;;2001
6721570;Cleopas O. Angaye|Paul S. Fisher;;;ACM Southeast Regional Conference;;;;conf/ACMse/2007;;;https://doi.org/10.1145/1233341.1233407;;;conf/ACMse/AngayeF07;2018-11-06;;;;;362-366;;;;Application of FI sequences for authentication in a network.;;;db/conf/ACMse/ACMse2007.html#AngayeF07;;2007
6727004;Janice Warner|Vijayalakshmi Atluri;;0000-0003-2068-780X;ICDCIT;;;;conf/icdcit/2004;;;https://doi.org/10.1007/978-3-540-30555-2_43;;;conf/icdcit/AtluriW04;2021-04-09;;;;;369-378;;;;Automatic Enforcement of Access Control Policies Among Dynamic Coalitions.;;;db/conf/icdcit/icdcit2004.html#AtluriW04;;2004
6727612;Egemen K. Çetinkaya|Rajgopal Yarlagadda|Srinath Pinnaka;;0000-0002-6394-4565;RNDM@WMNC;;;;conf/mwcn/2015rndm;;;https://doi.org/10.1109/RNDM.2015.7325239;;;conf/mwcn/YarlagaddaPC15;2017-06-04;;;;;266-273;;;;A time-evolving weighted-graph analysis of global petroleum exchange.;;;db/conf/mwcn/rndm2015.html#YarlagaddaPC15;;2015
6729661;Chunhua Yao|Kewal K. Saluja|Parameswaran Ramanathan;;;Asian Test Symposium;;;;conf/ats/2011;;;http://doi.ieeecomputersociety.org/10.1109/ATS.2011.26|https://doi.org/10.1109/ATS.2011.26;;;conf/ats/YaoSR11;2017-05-25;;;;;27-32;;;;Temperature Dependent Test Scheduling for Multi-core System-on-Chip.;;;db/conf/ats/ats2011.html#YaoSR11;;2011
6730718;Eiichiro Sumita|Kenji Imamura;;;NMT@ACL;;;;conf/aclnmt/2018;;;https://aclanthology.org/W18-2713/|https://doi.org/10.18653/v1/w18-2713;oa|oa;;conf/aclnmt/ImamuraS18;2021-08-06;;;;;110-115;;;;NICT Self-Training Approach to Neural Machine Translation at NMT-2018.;;;db/conf/aclnmt/aclnmt2018.html#ImamuraS18;;2018
6730806;Brian Wyvill|Cornelius W. A. M. van Overveld;;;Computer Graphics International;;;;conf/cgi/1997;;;http://doi.ieeecomputersociety.org/10.1109/CGI.1997.601259|https://doi.org/10.1109/CGI.1997.601259;;;conf/cgi/OverveldW97;2019-08-08;;;;;3-12;;;;An Algorithm for Polygon Subdivision Based on Vertex Normals.;;;db/conf/cgi/cgi1997.html#OverveldW97;;1997
6731361;Nadia Magnenat-Thalmann|Pascal Volino;;;Computer Graphics International;;;;conf/cgi/2000;;;http://doi.ieeecomputersociety.org/10.1109/CGI.2000.852341|https://doi.org/10.1109/CGI.2000.852341;;;conf/cgi/VolinoM00;2017-05-21;;;;;257-266;;;;Implementing Fast Cloth Simulation with Collision Response.;;;db/conf/cgi/cgi2000.html#VolinoM00;;2000
6738881;D. Putra|Henk Nijmeijer;;;ECC;;;;conf/eucc/2003;;;https://doi.org/10.23919/ECC.2003.7084973;;;conf/eucc/PutraN03;2021-03-12;;;;;312-317;;;;Limit cycling in observer-based controlled mechanical systems with friction.;;;db/conf/eucc/eucc2003.html#PutraN03;;2003
6739956;Carlos Ocampo-Martinez|Gerardo Riaño-Briceño|German D. Obando|J. Barreiro-Gomez|Nicanor Quijano;;0000-0002-8688-3195|0000-0003-4271-4944;ECC;;;;conf/eucc/2015;;;https://doi.org/10.1109/ECC.2015.7330902;;;conf/eucc/Barreiro-GomezO15a;2018-11-02;;;;;2426-2431;;;;Decentralized Control for Urban Drainage Systems via population dynamics: Bogotá case study.;;;db/conf/eucc/eucc2015.html#Barreiro-GomezO15a;;2015
6741189;Orest V. Iftime|Tudor C. Ionescu;;0000-0001-5212-5508;ECC;;;;conf/eucc/2018;;;https://doi.org/10.23919/ECC.2018.8550044;;;conf/eucc/IonescuI18;2021-10-14;;;;;2605-2610;;;;A moment matching approach for systems of delayed differential equations.;;;db/conf/eucc/eucc2018.html#IonescuI18;;2018
6743690;Alessandro Corrêa Victorino|Ali Charara 0002|Daniel Lechner|Moustapha Doumiati;;0000-0001-7145-9693;ECC;;;;conf/eucc/2009;;;https://doi.org/10.23919/ECC.2009.7075160;;;conf/eucc/DoumiatiVCL09;2021-10-14;;;;;4804-4809;;;;Estimation of vehicle lateral tire-road forces: A comparison between extended and unscented Kalman filtering.;;;db/conf/eucc/eucc2009.html#DoumiatiVCL09;;2009
6744915;M. Ehtiawesh|Mahdi Mahfouf;;;IJCCI (FCTA);;;;conf/ijcci/2014fcta;;;https://doi.org/10.5220/0005033200950102;;;conf/ijcci/EhtiaweshM14;2017-12-13;;;;;95-102;;;;Self-Organising Fuzzy Logic Control with a New On-Line Particle Swarm Optimisation-based Supervisory Layer.;;;db/conf/ijcci/ijcci2014fcta.html#EhtiaweshM14;;2014
6749312;Ana I. Grimaldo|Jasminko Novak;;;ICVS;;;;conf/icvs/2019;;;https://doi.org/10.1007/978-3-030-34995-0_64;;;conf/icvs/GrimaldoN19;2019-11-26;;;;;700-710;;;;User-Centered Visual Analytics Approach for Interactive and Explainable Energy Demand Analysis in Prosumer Scenarios.;;;db/conf/icvs/icvs2019.html#GrimaldoN19;;2019
6751040;John R. Heath|Stephen A. R. Houser;;;Int. CMG Conference;;;;conf/cmg/1995;;;http://www.cmg.org/?s2member_file_download=/proceedings/1995/95INT088.pdf;archive;;conf/cmg/HeathH95;2019-07-17;;;;;313-322;;;;Analysis Of Disk Workloads In Network File Server Environments.;;;db/conf/cmg/cmg1995.html#HeathH95;;1995
6754980;Sebastian Schlauderer|Sven Overhage;;;ECIS;;;;conf/ecis/2011;;;http://aisel.aisnet.org/ecis2011/110;;;conf/ecis/SchlaudererO11;2016-12-05;;;;;110;;;;How perfect are markets for software services? an economic perspective on market deficiencies and desirable market features.;;;db/conf/ecis/ecis2011.html#SchlaudererO11;;2011
6769090;Morten Mørup|Sergey M. Plis|Terran Lane|Vamsi K. Potluru|Vincent D. Calhoun;;0000-0003-4985-4368;SDM;;;;conf/sdm/2009;;;https://doi.org/10.1137/1.9781611972795.104|https://www.wikidata.org/entity/Q61635133;;;conf/sdm/PotluruPMCL09;2019-06-02;;;;;1220-1231;;;;Efficient Multiplicative Updates for Support Vector Machines.;;;db/conf/sdm/sdm2009.html#PotluruPMCL09;;2009
6774717;Bouchaib Bounabat|Driss Chenouni|Mohammed Berrada|N. Adadi;;0000-0003-4167-2324;SITA;;;;conf/sita/2015;;;https://doi.org/10.1109/SITA.2015.7358410;;;conf/sita/AdadiBCB15;2020-03-27;;;;;1-6;;;;Modeling and simulation of Web Services composition based on MARDS model.;;;db/conf/sita/sita2015.html#AdadiBCB15;;2015
6777529;Dirk Balfanz|Glenn Durfee|Jessica Staddon;;;WSNA;;;;conf/mobicom/2002wsna;;;https://doi.org/10.1145/570738.570756;;;conf/mobicom/StaddonBD02;2018-11-06;;;;;122-130;;;;Efficient tracing of failed nodes in sensor networks.;;;db/conf/mobicom/mobicom2002.html#StaddonBD02;;2002
6778980;Shengqiong Wang|Soh Chun Khang|Tan Saw Chin|Teoh Jie Hong;;;APSCC;;;;conf/apscc/2010;;;http://doi.ieeecomputersociety.org/10.1109/APSCC.2010.116|https://doi.org/10.1109/APSCC.2010.116;;;conf/apscc/KhangHCW10;2017-05-19;;;;;573-577;;;;Wireless Mobile-Based Shopping Mall Car Parking System (WMCPS).;;;db/conf/apscc/apscc2010.html#KhangHCW10;;2010
6781470;Chong Ho Lee|Jin Wang;;;MICAI;;;;conf/micai/2006;;;https://doi.org/10.1007/11925231_26;;;conf/micai/WangL06;2017-05-24;;;;;272-282;;;;Introducing Partitioning Training Set Strategy to Intrinsic Incremental Evolution.;;;db/conf/micai/micai2006.html#WangL06;;2006
6792643;Hajime Matsui|Seiichi Mita;;;ISIT;;;;conf/isit/2006;;;https://doi.org/10.1109/ISIT.2006.261967;;;conf/isit/MatsuiM06;2019-02-13;;;;;2250-2254;;;;Inverse-Free Implementation of Berlekamp-Massey-Sakata Algorithm for Decoding Codes on Algebraic Curves.;;;db/conf/isit/isit2006.html#MatsuiM06;;2006
6796736;Chee-Keng Yap|Joonsoo Choi;;;SCG;;;;conf/compgeom/1995;;;https://doi.org/10.1145/220279.220320;;;conf/compgeom/ChoiY95;2021-06-14;;;;;380-389;;;;Rectilinear Geodesics in 3-Space (Extended Abstract).;;;db/conf/compgeom/compgeom95.html#ChoiY95;;1995
6797087;Christian Scheffer|Erik D. Demaine|Henk Meijer|Phillip Keldenich|Sándor P. Fekete;;;SoCG;;;;conf/compgeom/2018;;;https://doi.org/10.4230/LIPIcs.SoCG.2018.29;oa;;conf/compgeom/DemaineFKSM18;2021-06-16;;;;;29:1-29:15;;;;Coordinated Motion Planning: Reconfiguring a Swarm of Labeled Robots with Bounded Stretch.;;;db/conf/compgeom/compgeom2018.html#DemaineFKSM18;;2018
6797097;Michael Kerber|Michael Lesnick|Steve Oudot;;0000-0002-8030-9299|0000-0003-1924-3283|0000-0003-2939-9417;SoCG;;;;conf/compgeom/2019;;;https://doi.org/10.4230/LIPIcs.SoCG.2019.46;oa;;conf/compgeom/KerberLO19;2021-06-16;;;;;46:1-46:15;;;;Exact Computation of the Matching Distance on 2-Parameter Persistence Modules.;;;db/conf/compgeom/compgeom2019.html#KerberLO19;;2019
6799444;Frank G. Goethals|Loïc Plé|Maxime Taisne;;;ICWL;;;;conf/icwl/2011;;;https://doi.org/10.1007/978-3-642-25813-8_21;;;conf/icwl/GoethalsPT11;2017-05-25;;;;;198-208;;;;Antecedents of Students' Intent to Watch Online Theory Videos as Part of an Online Learning Platform.;;;db/conf/icwl/icwl2011.html#GoethalsPT11;;2011
6805478;Luke Wicent Sy|Nigel H. Lovell|Stephen J. Redmond;;0000-0003-0130-5570;EMBC;;;;conf/embc/2020;;;https://doi.org/10.1109/EMBC44109.2020.9175684|https://www.wikidata.org/entity/Q100448626;;;conf/embc/SyLR20;2021-01-21;;;;;4858-4862;;;;Estimating Lower Limb Kinematics using Distance Measurements with a Reduced Wearable Inertial Sensor Count.;;;db/conf/embc/embc2020.html#SyLR20;;2020
6811325;Sohini Roychowdhury;;;EMBC;;;;conf/embc/2016;;;https://doi.org/10.1109/EMBC.2016.7591423|https://www.wikidata.org/entity/Q31171804;;;conf/embc/Roychowdhury16;2018-11-14;;;;;3256-3259;;;;Classification of large-scale fundus image data sets: A cloud-computing framework.;;;db/conf/embc/embc2016.html#Roychowdhury16;;2016
6812055;Cristina Tarín|Harald Giessen|Martin Mesch|Tanja Teutsch;;;EMBC;;;;conf/embc/2014;;;https://doi.org/10.1109/EMBC.2014.6944026|https://www.wikidata.org/entity/Q53642821;;;conf/embc/TeutschMGT14;2018-11-14;;;;;2081-2084;;;;Dynamic modeling of the hydrogel molecular filter in a metamaterial biosensing system for glucose concentration estimation.;;;db/conf/embc/embc2014.html#TeutschMGT14;;2014
6812970;Billy H. K. Leung|Carmen C. Y. Poon|Cecilia K. W. Chan|Elaine H. L. Siu|Ruikai Zhang|Ruoxi Yu|Yali Zheng;;0000-0003-0251-3750;EMBC;;;;conf/embc/2015;;;https://doi.org/10.1109/EMBC.2015.7319359|https://www.wikidata.org/entity/Q38924031;;;conf/embc/ChanZSYLZP15;2020-02-13;;;;;4355-4358;;;;A mucoadhesive endoluminal wearable sensory system.;;;db/conf/embc/embc2015.html#ChanZSYLZP15;;2015
6815341;Cristina Rodriguez-de-Pablo|Gonzalo A. Garcia|Haritz Zabaleta|Nadica Miljkovic|Thierry Keller;;0000-0002-3933-6076|0000-0003-4000-958X;EMBC;;;;conf/embc/2012;;;https://doi.org/10.1109/EMBC.2012.6346154|https://www.wikidata.org/entity/Q49012768;;;conf/embc/ZabaletaRMKG12;2018-11-14;;;;;1210-1213;;;;sEMG-based detection of poor posture: A feasibility study.;;;db/conf/embc/embc2012.html#ZabaletaRMKG12;;2012
6823951;Alan Bourke|Cliodhna Ní Scanaill|Emma Fortune|John Nelson|Marie Tierney|Norelee Kennedy;;0000-0001-6047-1240;EMBC;;;;conf/embc/2011;;;https://doi.org/10.1109/IEMBS.2011.6090836|https://www.wikidata.org/entity/Q51447228;;;conf/embc/FortuneTSBKN11;2018-11-14;;;;;3059-3062;;;;Activity level classification algorithm using SHIMMER™ wearable sensors for individuals with rheumatoid arthritis.;;;db/conf/embc/embc2011.html#FortuneTSBKN11;;2011
6824183;An-Bang Liu|Chun-Hsiang Hsu|Cyuan-Cin Liu|Ding-Yuan Chen|Hsien-Tsai Wu;;;EMBC;;;;conf/embc/2013;;;https://doi.org/10.1109/EMBC.2013.6609939|https://www.wikidata.org/entity/Q54796689;;;conf/embc/LiuWLHC13;2018-11-14;;;;;2068-2071;;;;The factors influence compatibility of pulse-pulse intervals with R-R intervals.;;;db/conf/embc/embc2013.html#LiuWLHC13;;2013
6828568;Anne Lejeune|Jean-Michel Adam|Michel Dubois 0002|Nadine Mandran|Viviane Guéraud;;;EC-TEL;;;;conf/ectel/2009;;;https://doi.org/10.1007/978-3-642-04636-0_55;;;conf/ectel/GueraudLADM09;2021-12-04;;;;;602-608;;;;Supervising Distant Simulation-Based Practical Work: Environment and Experimentation.;;;db/conf/ectel/ectel2009.html#GueraudLADM09;;2009
6829983;Carlos Vaquero|Eduardo Lleida|Oscar Saz|William Ricardo Rodríguez;;;WOCCI;;;;conf/wocci/2008;;;http://www.isca-speech.org/archive/wocci_2008/woc8_13.html;archive;;conf/wocci/SazRLV08;2021-11-16;;;;;13;;;2;A novel corpus of children;;;db/conf/wocci/wocci2008.html#SazRLV08;;2008
6834722;Hideki Koike|Homare Kon|Yuka Tanaka;;;VRST;;;;conf/vrst/2018;;;https://doi.org/10.1145/3281505.3281604;;;conf/vrst/TanakaKK18;2018-11-30;;;;;66:1-66:2;;;;A real-time golf-swing training system using sonification and sound image localization.;;;db/conf/vrst/vrst2018.html#TanakaKK18;;2018
6836355;Mary Jean Harrold|Richard W. Vuduc|Sangmin Park;;0000-0003-2178-138X;ICST;;;;conf/icst/2012;;;http://doi.ieeecomputersociety.org/10.1109/ICST.2012.85|https://doi.org/10.1109/ICST.2012.85;;;conf/icst/ParkVH12;2017-06-04;;;;;51-60;;;;A Unified Approach for Localizing Non-deadlock Concurrency Bugs.;;;db/conf/icst/icst2012.html#ParkVH12;;2012
6839823;Chi Hau Chen;;;ICPR (2);;;;conf/icpr/2002;;;http://doi.ieeecomputersociety.org/10.1109/ICPR.2002.1048354|https://doi.org/10.1109/ICPR.2002.1048354;;;conf/icpr/Chen02;2021-04-08;;;;;523-523;;;;Signal Processing for Preserving the Environment.;;;db/conf/icpr/icpr2002-2.html#Chen02;;2002
6842727;Timothy C. Havens;;;ICPR;;;;conf/icpr/2012;;;https://ieeexplore.ieee.org/document/6460183/;;;conf/icpr/Havens12;2021-08-10;;;;;509-512;;;;Approximation of kernel k-means for streaming data.;;;db/conf/icpr/icpr2012.html#Havens12;;2012
6844486;Lin Ma|Zhihua Liu;;;ICPR;;;;conf/icpr/2018;;;http://doi.ieeecomputersociety.org/10.1109/ICPR.2018.8546032|https://doi.org/10.1109/ICPR.2018.8546032;;;conf/icpr/MaL18;2018-12-23;;;;;1737-1742;;;;Hybrid Sparse Subspace Clustering for Visual Tracking.;;;db/conf/icpr/icpr2018.html#MaL18;;2018
6849686;Fumihiko Sakaue|Takeshi Shakunaga;;;ICPR (1);;;;conf/icpr/2002;;;http://doi.ieeecomputersociety.org/10.1109/ICPR.2002.1044831|https://doi.org/10.1109/ICPR.2002.1044831;;;conf/icpr/ShakunagaS02;2017-05-24;;;;;648-651;;;;Natural Image Correction by Iterative Projections to Eigenspace Constructed in Normalized Image Space.;;;db/conf/icpr/icpr2002-1.html#ShakunagaS02;;2002
6855685;Luca Feltrin|Massimo Condoluci|Mehdi S. H. Abad|Merve Saimler|Mårten Ericson|Omer Haliloglu|Patrik Rugeland|Stefan Wänstedt;;;5GWF;;;;conf/5gwf/2021;;;https://doi.org/10.1109/5GWF52925.2021.00078;;;conf/5gwf/EricsonCRWAHSF21;2021-11-30;;;;;406-411;;;;6G Architectural Trends and Enablers.;;;db/conf/5gwf/5gwf2021.html#EricsonCRWAHSF21;;2021
6869029;Mark Riedl|Prithviraj Ammanabrolu;;;NAACL-HLT (1);;;;conf/naacl/2019-1;;;https://aclanthology.org/N19-1358/|https://doi.org/10.18653/v1/n19-1358;oa|oa;;conf/naacl/AmmanabroluR19;2021-08-06;;;;;3557-3565;;;;Playing Text-Adventure Games with Graph-Based Deep Reinforcement Learning.;;;db/conf/naacl/naacl2019-1.html#AmmanabroluR19;;2019
6886414;Aurora Vizcaíno|Jesús Favela|Juan Contreras-Castillo|Manuel E. Prieto;;0000-0003-0343-1482;Intelligent Tutoring Systems;;;;conf/its/2000;;;https://doi.org/10.1007/3-540-45108-0_30;;;conf/its/VizcainoCFP00;2021-07-25;;;;;262-271;;;;An Adaptive, Collaborative Environment to Develop Good Habits in Programming.;;;db/conf/its/its2000.html#VizcainoCFP00;;2000
6893068;Bokeon Kwak|Joonbum Bae;;0000-0001-9006-9789;RoboSoft;;;;conf/robosoft/2019;;;https://doi.org/10.1109/ROBOSOFT.2019.8722770;;;conf/robosoft/KwakB19;2020-10-25;;;;;698-703;;;;Development of a Four-Bar Linkage Integrated with a Polypyrrole Actuator and a Resistive Sensor Toward Biomimetic Pleopods.;;;db/conf/robosoft/robosoft2019.html#KwakB19;;2019
6897973;Zhao-Ming Gao;;;ROCLING;;;;conf/rocling/2007;;;https://aclanthology.org/O07-2001/;oa;;conf/rocling/Gao07;2021-08-06;;;;;;;;;中文詞彙語意資料的整合與擷取：詞彙語意學的觀點 (Extraction and Integration of Chinese Lexical Semantic Information) [In Chinese].;;;db/conf/rocling/rocling2007.html#Gao07;;2007
6899252;Jeffrey Hoffstein|Jill Pipher|John M. Schanck|Joseph H. Silverman|William Whyte;;0000-0003-3887-3248;ACNS;;;;conf/acns/2014;;;https://doi.org/10.1007/978-3-319-07536-5_28|https://www.wikidata.org/entity/Q56987157;oa;;conf/acns/HoffsteinPSSW14;2019-08-20;;;;;476-493;;;;Practical Signatures from the Partial Fourier Recovery Problem.;;;db/conf/acns/acns2014.html#HoffsteinPSSW14;;2014
6900639;Azzam Sleit|Farhan Obisat|Moaath Hajaya;;0000-0003-3383-6253;ISWSA;;;;conf/iswsa/2010;;;https://doi.org/10.1145/1874590.1874613|https://www.wikidata.org/entity/Q59807811;;;conf/iswsa/SleitHO10;2019-06-02;;;;;23;;;;Video PowerSearcher: a text-based indexing e-learning system.;;;db/conf/iswsa/iswsa2010.html#SleitHO10;;2010
6906249;Hannu Tanner|Samuli Heinonen;;;OTM Workshops;;;;conf/otm/2010-w;;;https://doi.org/10.1007/978-3-642-16961-8_46;;;conf/otm/HeinonenT10;2017-05-25;;;;;279-288;;;;Early Validation of Requirements in Distributed Product Development - An Industrial Case Study.;;;db/conf/otm/otm2010-w.html#HeinonenT10;;2010
6908302;Eva Rodríguez|Franco Bixio|Isabella Longo|Jaime Delgado|Rubén Barrio|Silvia Llorente;;0000-0003-1366-663X|0000-0003-2000-6912;OTM Workshops;;;;conf/otm/2005-1;;;https://doi.org/10.1007/11575863_105;;;conf/otm/LlorenteDRBLB05;2021-10-14;;;;;836-845;;;;Generation of Standardised Rights Expressions from Contracts: An Ontology Approach?;;;db/conf/otm/otm2005-1.html#LlorenteDRBLB05;;2005
6918254;Alessandro Giua|Carla Seatzu|Yin Tong|Zhiwu Li;;0000-0002-3859-9472;CDC;;;;conf/cdc/2015;;;https://doi.org/10.1109/CDC.2015.7402224;;;conf/cdc/TongLSG15;2017-06-15;;;;;344-349;;;;Verification of initial-state opacity in Petri nets.;;;db/conf/cdc/cdc2015.html#TongLSG15;;2015
6919115;J. William Helton|Kevin J. McGown|Michael L. Walker 0004;;0000-0002-4341-994X;CDC;;;;conf/cdc/2008;;;https://doi.org/10.1109/CDC.2008.4738732;;;conf/cdc/HeltonMW08;2017-06-01;;;;;3761-3768;;;;Conditions for a massless plasma analysis to predict stabilization of the tokamak plasma vertical instability.;;;db/conf/cdc/cdc2008.html#HeltonMW08;;2008
6927665;Arman C. Kizilkale|Peter E. Caines;;;CDC;;;;conf/cdc/2010;;;https://doi.org/10.1109/CDC.2010.5717543;;;conf/cdc/KizilkaleC10;2017-05-19;;;;;6169-6176;;;;Stochastic adaptive Nash Certainty Equivalence control: Population parameter distribution estimation.;;;db/conf/cdc/cdc2010.html#KizilkaleC10;;2010
6930557;Pierre Sacré|Rodolphe Sepulchre;;0000-0002-7228-1628;CDC/ECC;;;;conf/cdc/2011;;;https://doi.org/10.1109/CDC.2011.6161168;;;conf/cdc/SacreS11;2021-02-11;;;;;3909-3914;;;;Matching an oscillator model to a phase response curve.;;;db/conf/cdc/cdc2011.html#SacreS11;;2011
6930681;Anouck R. Girard|Dave W. Oyler|Pierre T. Kabamba;;;CDC;;;;conf/cdc/2014;;;https://doi.org/10.1109/CDC.2014.7039536;;;conf/cdc/OylerKG14;2017-05-19;;;;;1149-1154;;;;Pursuit-evasion games in the presence of a line segment obstacle.;;;db/conf/cdc/cdc2014.html#OylerKG14;;2014
